DOT_NUMBER,APPLICATION_ID,POLICY_NUMBER,EFFECTIVE_DATE,RETRO_10SEC_GPS_SCORE_V1_SCORE,EARNED_PU_YEARS,PROJECTED_AL_AT_FAULT_COUNT,PROJECTED_INJURY_AL_AT_FAULT_COUNT,PROJECTED_NON_INJURY_AL_AT_FAULT_COUNT,AL_EARNED_PREMIUM_ADJ,M3_PROJECTED_AL_LOSS_ADJ,M3_PROJECTED_AL_INJURY_LOSS,M3_PROJECTED_AL_NON_INJURY_LOSS,PROJECTED_APD_AT_FAULT_COUNT,APD_EARNED_PREMIUM_ADJ,M3_PROJECTED_APD_LOSS_ADJ,PROJECTED_MTC_AT_FAULT_COUNT,MTC_EARNED_PREMIUM_ADJ,M3_PROJECTED_MTC_LOSS_ADJ,STATE,BIZ_OWNER_CREDIT_SCORE,DRIVERS_COUNT,FLEET_COUNT_POWER_UNIT,FLEET_TIV,YEARS_FMCSA,USDOT_SCORE_GRP,CREDIT_CODE,DATE_OF_CREDIT_REPORT_RUN,REGISTERED_MONTHS,OUT_OF_STATE_DRIVER_COUNT,TIER,INSPECTIONS_COUNTS,NON_OOS_VIOLATIONS,OOS_SEVERITY_WEIGHT,FMCSA_UNSAFE_VIO_RATIO,AVG_DRIVER_VIOS,DRIVER_TURNOVER,AVG_DRIVER_AGE,PCT_DRIVER_AGE_GTE_30,PCT_DRIVER_AGE_GTE_35,PCT_DRIVER_AGE_GTE_40,PCT_DRIVER_AGE_GTE_45,PCT_DRIVER_AGE_GTE_50,PCT_DRIVER_AGE_GTE_55,PCT_DRIVER_AGE_GTE_60,PCT_DRIVER_AGE_GTE_65,PCT_DRIVER_AGE_GTE_70,AVG_CDL_YEARS,PCT_CDL_YEARS_GTE_3,PCT_CDL_YEARS_GTE_5,PCT_CDL_YEARS_GTE_7,PCT_CDL_YEARS_GTE_9,PCT_CDL_YEARS_GTE_11,PCT_CDL_YEARS_GTE_15,PCT_CDL_YEARS_GTE_20,PCT_CDL_YEARS_GTE_25,AVG_VIOLATION_POINTS,PCT_VIOLATION_POINTS_EQ_0,PCT_VIOLATION_POINTS_GTE_1,PCT_VIOLATION_POINTS_GTE_2,PCT_VIOLATION_POINTS_GTE_3,MAX_RADIUS,COMMODITY_PRIMARY_CATEGORY,COMMODITY_PRIMARY_COMMODITY,AVG_ANNUAL_MILEAGE,PCT_VINS_ANNUAL_MILES_LT_75K,PCT_VINS_ANNUAL_MILES_LT_50K,PCT_VINS_ANNUAL_MILES_GT_100K,AL_EARNED_PREMIUM_ADJ_ONLEVEL,fold,cross_val_split
4119135,39c260cd-06bd-4c23-9cc6-ff77ab0145f1,NNFTK4465696-25,2025-09-21,38.0,0.912330,,,,13973.351351000001,195.626918914,,,,0.0,0.0,,0.0,0.0,IL,c0,8.0,7.0,0.0,1.0,b08,b1,,23.0,3.0,123.0,17.0,13.0,0.0,,,,36.625,0.625,0.375,0.25,0.25,0.25,0.125,0.0,0.0,0.0,3.125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.5,0.5,0.125,0.0,999plus,,AdmittedCommodityOtherConsumerGoods,114606.41426890065,0.176471,0.0,0.705882,13973.351351000001,H,exclude
3821287,20b43d5e-cacf-4eee-8053-ebd5c062bacf,NNFTK6014278-25,2025-07-30,88.0,0.257535,,,,4533.37534,63.46725476,,,,0.0,0.0,,0.0,0.0,IN,c0,1.0,1.0,0.0,2.0,b08,c1,,35.0,0.0,121.0,9.0,20.0,0.0,,,,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,999plus,Food & Beverage,AdmittedCommodityBeverages,183901.4507567398,0.0,0.0,1.0,4533.37534,T,early_stopping
2547526,2336b9c1-a05f-499c-b589-cc862d395a0e,NNFTK9453053-25,2025-01-03,,0.827400,0.000000,,,10320.953422999999,144.493347922,,,1.821979,3057.232877,50230.94447065144,0.983284,990.3945240000002,17617.873871938147,NC,c0,1.0,1.0,35000.0,9.0,b02,d0,,109.0,0.0,124.0,4.0,4.0,0.0,,,,41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityCannedGoods,48341.617089762534,1.0,1.0,0.0,10320.953422999999,T,early_stopping
3825595,24b43b02-eb44-4875-a60e-ceb86b8da01e,NNFTK1092582-25,2025-03-04,75.0,1.169863,,,,13918.124999999998,194.85375000000002,,,,0.0,0.0,,0.0,0.0,IL,c0,1.0,1.0,0.0,2.0,b08,b2,,34.0,0.0,118.0,8.0,10.0,7.0,,,,41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,128834.62586075487,0.0,0.0,1.0,15623.095312499998,T,train
2037942,25375526-c38e-4b25-8d00-4ed30485a061,NNFTK2558525-25,2025-07-17,90.0,0.345207,,,,2691.0154460000003,37.674216244,,,,0.0,0.0,,823.23166,11.52524324,MI,c0,2.0,1.0,0.0,15.0,a01,b1,,180.0,0.0,118.0,0.0,0.0,0.0,,,,42.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,85295.52946780363,0.5,0.5,0.5,2691.0154460000003,H,exclude
3344077,27692803-b51b-47cb-842b-0cc788b95c96,NNFTK7915148-25,2025-10-29,65.0,0.008219,,,,153.123288,2.143726032,,,,0.0,0.0,,0.0,0.0,GA,c0,1.0,1.0,0.0,5.0,b06,c0,,71.0,0.0,118.0,1.0,1.0,0.0,,,,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,999plus,,AdmittedCommodityPlasticProducts,84696.80850193769,0.5,0.0,0.5,153.123288,H,exclude
3494808,2928cc6c-6d2f-4036-9181-c62301f48e17,NNFTK6048974-24,2024-11-16,69.0,5.753425,1.987580,1.028807,0.958773,57432.95523000001,214465.18425940952,205401.31755,8259.80533618952,,0.0,0.0,1.081081,8948.805968,41158.9818150226,IL,c0,5.0,6.0,0.0,4.0,b05,b0,,48.0,4.0,119.0,16.0,5.0,0.0,,,,47.6,1.0,0.8,0.8,0.6,0.4,0.2,0.2,0.0,0.0,6.8,0.8,0.4,0.4,0.2,0.2,0.2,0.0,0.0,0.4,0.6,0.4,0.0,0.0,999plus,,AdmittedCommodityOtherFoodAndBeverages,102449.14830083039,0.0,0.0,0.5,64468.492245675014,H,exclude
3965589,2992de26-2e21-4bc1-b90c-0b99e7bb0484,NNFTK6628635-25,2025-01-04,,6.608218,,,,73188.263157,1024.635684198,,,,44438.657895000004,622.14121053,,10349.552631999999,144.893736848,IL,c0,7.0,6.0,865500.0,2.0,b07,b3,,26.0,5.0,118.0,32.0,22.0,23.0,,,,47.857143,1.0,0.857143,0.857143,0.714286,0.428571,0.285714,0.0,0.0,0.0,12.571429,1.0,1.0,0.714286,0.571429,0.285714,0.285714,0.285714,0.142857,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityCannedGoods,150468.14376308522,0.142857,0.142857,0.714286,82153.82539373249,V,exclude
3282081,2a7569c4-5bc0-4a92-a7ff-202199541ab1,NNFTK7756124-25,2025-04-13,62.0,0.432878,,,,3551.753425,49.72454795,,,,1333.693152,18.671704128000002,,320.32876699999997,4.484602738,AZ,c0,1.0,1.0,68000.0,5.0,b06,b2,,70.0,0.0,118.0,6.0,11.0,0.0,,,,43.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,86552.59328380482,0.0,0.0,0.0,3551.753425,T,train
3812679,2ae24735-b46b-458a-9bf4-2851e487ff91,NNFTK7613079-25,2025-03-16,47.0,0.630140,,,,3765.698627,52.719780778,,,,2035.972605,28.50361647,,486.465753,6.810520542,MO,c0,1.0,1.0,29000.0,2.0,a06,c0,,35.0,0.0,118.0,0.0,0.0,0.0,,,,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,300,,AdmittedCommodityOtherConsumerGoods,110989.18538245618,0.0,0.0,0.75,4142.268489700001,H,exclude
3560817,2c37c639-ff30-4c4a-ae7a-a5130f7c0285,NNFTK9587586-25,2025-07-25,67.0,1.084931,,,,14214.385184,199.001392576,,,,0.0,0.0,,0.0,0.0,PA,c0,2.0,2.0,140627.0,4.0,b06,d1,,52.0,0.0,120.0,14.0,8.0,0.0,,,,31.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,999plus,,AdmittedCommodityOtherConsumerGoods,146983.8303160307,0.0,0.0,1.0,14214.385184,T,train
3407830,2cd04d21-82a4-4983-a01c-ba338ec9d898,NNFTK9873043-25,2025-04-02,61.0,1.167124,,,,10918.956838,152.865395732,,,,4902.8345309999995,68.639683434,,1538.5251799999999,21.53935252,GA,c0,1.0,1.0,35000.0,4.0,b10,b2,,59.0,0.0,119.0,1.0,5.0,0.0,,,,49.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,500,,AdmittedCommodityPaperAndPaperProducts,59494.79004751568,1.0,0.0,0.0,12556.800363699998,V,exclude
3171260,32635489-1158-4dbb-a80d-78e725dc37bc,NNFTK6947787-25,2025-05-15,39.0,0.931508,,,,11230.246576999998,157.223452078,,,,3311.0410960000004,46.354575344000004,,1282.684931,17.957589034,GA,c0,1.0,2.0,110000.0,6.0,b06,a2,,78.0,0.0,118.0,7.0,12.0,0.0,,,,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherBuildingSupplies,68744.42247311684,0.5,0.0,0.0,12914.783563549996,T,train
3447853,3400ebd4-b4ea-4dfb-8fac-114fdec8d871,NNFTK8052047-25,2025-04-20,65.0,2.556165,,,,20106.285714999998,281.48800000999995,,,,11759.714285,164.63599999000002,,2092.8571420000003,29.299999988,MO,c0,5.0,4.0,155000.0,4.0,b05,c0,,49.0,0.0,118.0,8.0,3.0,0.0,,,,45.2,1.0,0.8,0.4,0.4,0.4,0.4,0.0,0.0,0.0,10.2,1.0,1.0,0.8,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityBeverages,111530.50999601834,0.0,0.0,0.857143,22116.9142865,T,train
3663191,350e8b84-3c44-4990-840b-ccec5a26e7bb,NNFTK9492083-25,2025-10-22,47.0,0.027397,,,,572.219178,8.011068492000001,,,,0.0,0.0,,0.0,0.0,GA,c0,1.0,1.0,0.0,2.0,b07,b0,,31.0,0.0,124.0,12.0,16.0,0.0,,,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,Consumer Goods,AdmittedCommodityOtherConsumerGoods,53913.00113058616,0.75,0.5,0.0,572.219178,T,train
2062522,3802d3e2-6db5-4158-88cf-34590c2f8a88,NNFTK3216915-25,2025-10-08,,0.136986,,,,2347.486881,32.864816334,,,,0.0,0.0,,119.909621,1.678734694,TX,c0,3.0,2.0,0.0,15.0,b03,b1,,180.0,1.0,118.0,10.0,24.0,0.0,,,,48.666667,1.0,0.666667,0.666667,0.666667,0.666667,0.333333,0.333333,0.0,0.0,16.0,1.0,1.0,0.666667,0.666667,0.666667,0.333333,0.333333,0.333333,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherPaperPlasticGlass,79912.79390278406,0.2,0.2,0.2,2347.486881,H,exclude
3150736,38b2950c-1c47-4a1c-94f2-040a6aecd914,NNFTK3892814-25,2025-10-03,14.0,0.079452,,,,515.802739,7.221238346,,,,287.616438,4.026630132,,67.454795,0.94436713,OH,c0,1.0,1.0,45000.0,6.0,b05,a3,,72.0,0.0,118.0,2.0,2.0,0.0,,,,48.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,84500.0973718999,0.0,0.0,0.0,515.802739,T,train
2961880,3a741af7-6046-47e8-bbab-6ff00d90ce1a,NNFTK5667601-25,2025-10-16,57.0,0.043836,,,,893.333334,12.506666676,,,,275.555556,3.8577777840000005,,49.777778,0.696888892,MO,c0,1.0,1.0,0.0,4.0,b06,c0,,59.0,0.0,118.0,3.0,4.0,0.0,,,,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherConsumerGoods,50153.003332456516,0.6,0.4,0.0,893.333334,T,train
2492055,3bfc2b49-6548-46d3-bd87-ff51d2016cc5,NNFTK6233120-24,2024-09-30,33.0,5.473972,,,,54960.00000100001,769.440000014,,,,9404.000001999999,131.656000028,,9430.0,132.01999999999998,GA,c0,7.0,5.0,82000.0,9.0,b02,c0,,119.0,0.0,120.0,8.0,4.0,4.0,,,,49.428571,1.0,1.0,0.857143,0.857143,0.285714,0.142857,0.142857,0.0,0.0,21.571429,0.857143,0.857143,0.857143,0.857143,0.714286,0.714286,0.571429,0.428571,0.714286,0.714286,0.285714,0.142857,0.142857,999plus,,AdmittedCommodityContainerizedFreight,63682.32390086579,0.615385,0.384615,0.153846,63204.00000115,T,train
3270662,1ba2c078-253e-47f2-8fbf-a9c5affe7637,NNFTK1220721-24,2024-11-12,82.0,3.884933,1.929701,0.956938,0.972763,48057.75000199999,200212.2797701294,191052.6717,8486.799570101392,,0.0,0.0,,0.0,0.0,NC,c0,3.0,3.0,0.0,4.0,b07,b2,,55.0,0.0,119.0,14.0,14.0,8.0,,,,44.333333,1.0,1.0,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.333333,0.0,0.0,999plus,,AdmittedCommodityOtherMiscellaneous,62696.06815521882,0.545455,0.363636,0.090909,48057.75000199999,T,train
2545335,1f8dd504-e9ba-42e8-ad11-3a86b761133e,NNFTK5134366-24,2024-07-14,40.0,6.408220,0.993049,0.993049,,71684.84482700001,1114237.0439956067,1113233.4561680285,,2.952778,23510.379307999996,179081.1097428988,1.000000,9699.086206999998,3520.2972068980002,IL,e0,4.0,7.0,619500.0,9.0,b05,e0,,108.0,2.0,119.0,28.0,43.0,55.0,,,,44.75,1.0,1.0,0.5,0.5,0.25,0.25,0.0,0.0,0.0,5.5,1.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.75,0.25,0.0,0.0,999plus,"Paper, Plastic, and Glass Products",AdmittedCommodityPaperAndPaperProducts,96347.55658921938,0.090909,0.0,0.363636,80466.23831830751,H,exclude
3552070,2196a397-4809-40c1-abab-13507d2fb2a3,NNFTK7031294-24,2024-08-27,79.0,2.000002,,,,19395.999992,271.54399988800003,,,,0.0,0.0,,7468.000001999999,104.552000028,TN,b0,2.0,2.0,0.0,2.0,b10,b0,,35.0,0.0,119.0,7.0,10.0,16.0,,,,54.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,7.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,0.5,999plus,,AdmittedCommodityOtherBuildingSupplies,83287.98448283251,0.5,0.5,0.5,20365.7999916,H,exclude
3728738,24fef8c2-bb21-43bb-b6d1-ce089102caac,NNFTK1484737-25,2025-09-27,7.0,0.230137,,,,39077.45454600001,547.0843636440002,,,,0.0,0.0,,4560.0,63.84,IN,c0,3.0,3.0,0.0,3.0,b08,c0,,46.0,0.0,118.0,6.0,11.0,0.0,,,,45.333333,1.0,1.0,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.0,3.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityBeverages,81264.95537206501,0.25,0.0,0.0,39077.45454600001,T,train
2826646,26294ab1-7c8c-4d93-8028-0a50d3fb9d4a,NNFTK3147407-25,2025-08-28,59.0,0.893151,,,,7557.374999999999,105.80324999999999,,,,1396.75,19.554500000000004,,539.625,7.55475,IL,c0,4.0,4.0,20000.0,7.0,b02,b0,,89.0,1.0,119.0,7.0,2.0,0.0,,,,44.0,1.0,1.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,12.25,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherConsumerGoods,86219.84105700525,0.285714,0.142857,0.428571,7557.374999999999,V,exclude
3190284,283a5333-b4f3-41a2-a6eb-a6376bbe04e6,NNFTK7371354-25,2025-09-26,37.0,0.098631,,,,583.3972620000001,8.167561668000001,,,,400.3397259999999,5.604756164,,98.531508,1.3794411120000003,NC,c0,1.0,1.0,80000.0,6.0,b05,b0,,83.0,0.0,118.0,3.0,2.0,0.0,,,,49.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityFoodFrozenNotSeafood,94770.55840892618,0.0,0.0,0.0,583.3972620000001,T,train
3245994,28f242e8-4b86-406b-8e0d-5e9674c4391b,NNFTK5262544-25,2025-03-27,86.0,2.400000,,,,31101.479762999996,435.420716682,,,,7385.930636,103.403028904,,3239.959537,45.359433518,TX,c0,8.0,3.0,125000.0,5.0,b05,c3,,71.0,0.0,118.0,5.0,5.0,0.0,,,,46.75,1.0,0.75,0.625,0.375,0.375,0.375,0.375,0.125,0.0,10.625,1.0,1.0,1.0,1.0,0.125,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherPaperPlasticGlass,101901.16134725686,0.0,0.0,0.666667,31101.479762999996,H,exclude
3942226,2a63ae3c-8998-4041-ac91-65cccbf533a7,NNFTK7940724-25,2025-04-10,94.0,3.865755,0.958773,,0.958773,44300.304347,9791.474342425627,,9171.270081567625,,0.0,0.0,,0.0,0.0,IL,c0,6.0,5.0,0.0,2.0,b08,c0,,29.0,6.0,118.0,8.0,10.0,8.0,,,,45.166667,1.0,0.833333,0.666667,0.5,0.333333,0.166667,0.166667,0.0,0.0,4.5,0.833333,0.5,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.166667,0.0,0.0,999plus,"Paper, Plastic, and Glass Products",AdmittedCommodityPaperAndPaperProducts,135625.25125668992,0.0,0.0,1.0,49727.0916295075,V,exclude
3682775,2ac6665e-dc83-47b2-95f6-c2a3ad8d6357,NNFTK7824011-25,2025-10-26,86.0,0.032877,,,,286.947945,4.01727123,,,,122.745205,1.71843287,,34.882192,0.48835068800000003,IN,c0,2.0,2.0,95000.0,3.0,b08,c1,,47.0,0.0,118.0,4.0,8.0,0.0,,,,48.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityPlasticProducts,98725.61524604069,0.0,0.0,0.5,286.947945,T,train
3878424,2bca71b5-fdea-45a6-82d6-414fbdebd4e8,NNFTK8231349-24,2024-05-23,28.0,0.613701,,,,4586.555556,64.211777784,,,,1891.9629639999998,26.487481496,,792.7407410000001,11.098370374000002,IN,c0,1.0,1.0,45000.0,1.0,b07,c0,,23.0,0.0,118.0,2.0,0.0,0.0,,,,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,30290.19313350819,1.0,1.0,0.0,5148.408611610001,H,exclude
2207239,2f85a7f6-878d-4641-b3e7-449d8175ef35,NNFTK3376510-24,2024-12-21,59.0,0.863017,,,,4756.068493,66.584958902,,,,3487.4383580000003,48.824137011999994,,323.630137,4.530821918,IL,c0,2.0,1.0,148000.0,12.0,a01,a3,,155.0,1.0,118.0,0.0,0.0,0.0,,,,49.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityCannedGoods,89178.82236293964,0.291667,0.125,0.354167,5338.6868833925,T,train
3509283,33815119-c542-44fb-8961-8c8917a01c83,NNFTK7915768-24,2024-11-06,10.0,3.526027,,,,32933.71831,461.07205634,,,,18746.408448000002,262.449718272,,5664.380283,79.301323962,GA,c1,3.0,3.0,195118.0,3.0,b09,b1,,47.0,0.0,120.0,7.0,6.0,14.0,,,,31.666667,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.666667,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.666667,0.333333,0.666667,0.0,0.0,500,,AdmittedCommodityFreshSeafood,80536.32691749919,0.25,0.0,0.0,37873.77605649999,H,exclude
3035667,36c5dede-bd85-4f55-93a8-7758697e4c32,NNFTK1722939-24,2024-09-24,,1.000004,,,,10214.000002,142.996000028,,,,3386.0000010000003,47.404000014000005,,943.0,13.201999999999998,NC,c0,1.0,1.0,30000.0,6.0,a03,b2,,79.0,0.0,128.0,0.0,0.0,0.0,,,,41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,500,,AdmittedCommodityOtherConsumerGoods,72287.98888366253,1.0,0.0,0.0,10214.000002,V,exclude
3589568,36d3c017-d09e-405f-8878-0d9df4865726,NNFTK1123884-24,2024-11-28,12.0,0.926031,,,,5816.473687999999,81.430631632,,,,3516.8684160000003,49.236157824,,893.7105240000001,12.511947336,GA,c0,1.0,1.0,65000.0,2.0,b06,a2,,35.0,0.0,118.0,4.0,1.0,0.0,,,,42.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityCannedGoods,81848.16926824895,0.0,0.0,0.0,6688.944741199998,T,train
3425624,38f6c31d-f2f6-4767-b6a3-260b6fb0661b,NNFTK3659261-24,2024-05-15,91.0,3.000001,2.060859,,2.060859,24445.000004,12647.80773291354,,12305.577732857539,0.964320,16000.0,29412.700121212125,,2418.0,33.852000000000004,IN,b3,5.0,3.0,287000.0,3.0,b06,b3,,47.0,3.0,119.0,4.0,1.0,0.0,,,,56.2,1.0,1.0,1.0,0.8,0.8,0.6,0.6,0.0,0.0,10.4,1.0,0.6,0.6,0.6,0.6,0.4,0.0,0.0,0.2,0.8,0.2,0.0,0.0,999plus,,AdmittedCommodityBeverages,101853.43253613352,0.0,0.0,0.666667,27439.51250449,T,early_stopping
3173968,23fb0804-3548-44e6-a057-3e42c65f8fbe,NNFTK9184328-25,2025-09-25,70.0,0.608219,,,,5807.911764,81.310764696,,,,1970.249999,27.583499986,,396.661764,5.553264695999999,AZ,c0,7.0,6.0,335000.0,6.0,b05,b1,,81.0,0.0,118.0,39.0,40.0,0.0,,,,49.428571,1.0,1.0,0.857143,0.571429,0.571429,0.428571,0.142857,0.0,0.0,10.714286,1.0,1.0,1.0,1.0,0.142857,0.142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,138096.10565510512,0.0,0.0,0.857143,5807.911764,T,train
3560651,243f8708-0615-4adc-a4ea-5e5cbfbe7b57,NNFTK1358614-25,2025-04-11,48.0,0.558907,,,,7663.6931509999995,107.29170411399998,,,,2183.638356,30.570936984000006,,924.4273949999999,12.94198353,GA,c0,1.0,1.0,34000.0,4.0,b10,b0,,49.0,0.0,118.0,2.0,12.0,6.0,,,,45.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,106973.70078328035,0.0,0.0,1.0,8813.247123649999,V,exclude
2992801,26852eab-0dbf-428b-b647-e77a3f95f02c,NNFTK3361316-25,2025-07-14,70.0,1.657534,,,,17409.695652,243.73573912799998,,,,0.0,0.0,,0.0,0.0,OH,c0,6.0,5.0,0.0,7.0,b05,c0,,95.0,2.0,119.0,16.0,24.0,0.0,,,,45.333333,1.0,0.833333,0.666667,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,7.166667,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.333333,0.666667,0.333333,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,93978.49329694165,0.2,0.1,0.4,17409.695652,V,exclude
1376547,2e5c9de1-c769-4060-8d85-79b3626659e7,NNFTK2275954-25,2025-06-17,85.0,2.509589,,,,23798.499999999996,333.179,,,,13799.75,193.1965,,2926.9999999999995,40.978,IL,c0,5.0,6.0,665000.0,19.0,b03,c0,,239.0,0.0,118.0,15.0,23.0,0.0,,,,46.8,1.0,1.0,0.6,0.6,0.4,0.2,0.0,0.0,0.0,13.2,1.0,1.0,1.0,0.8,0.8,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityCannedGoods,35630.25172308905,1.0,0.666667,0.0,23798.499999999996,T,train
2538824,2ea98e32-89b1-4d18-801c-037fefb4c14e,NNFTK2920777-25,2025-03-24,59.0,1.216440,,,,10460.614038,146.448596532,,,,4543.517543,63.609245602,,1827.736843,25.588315802,GA,c0,2.0,2.0,67000.0,9.0,b03,d0,,119.0,0.0,118.0,4.0,9.0,0.0,,,,47.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,500,,AdmittedCommodityOtherMiscellaneous,48899.79035976699,0.833333,0.333333,0.0,12029.7061437,V,exclude
